hotel_name,road_addr,hotel_id,region,market,결정 등급,객실수,호텔규모,업태구분명,속성정보,lat,lng
라한호텔 포항,경북 포항시 북구 삼호로265번길 1,1252,경상,국내,3성,160.0,200개 미만,관광호텔업,분류,36.06152139608007,129.37978164014856
에이치호텔세종시티,충북 청주시 흥덕구 오송읍 오송생명로 178,1253,충청,국내,미등급,미분류,200개 이상,미분류,미분류,36.6314145370508,127.328771993001
세종시티오송,충북 청주시 흥덕구 오송읍 오송생명로 178,1254,충청,국내,미등급,63.0,100개 미만,일반호텔,분류,36.6314145370508,127.328771993001
청주 제이원,충북 청주시 청원구 오창읍 중부로 806,1255,충청,국내,미등급,미분류,200개 이상,미분류,미분류,36.7147187090665,127.439213278952
청주 엠프레스 레지던스,충북 청주시 청원구 오창읍 중부로 806,1256,충청,국내,미등급,미분류,200개 이상,미분류,미분류,36.71471694702724,127.43922681210373
동탄 라마다,경기 화성시 노작로 199,1257,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.2058345606563,127.0746841590251
평택 웨스턴베이마리나,경기 평택시 포승읍 평택항로184번길 3-21,1258,경기,국내,미등급,미분류,200개 이상,미분류,미분류,36.9770928146896,126.842288267964
라마다 수원,경기 수원시 팔달구 중부대로 150,1259,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.27773006251538,127.03243997176952
라마다앙코르평택,경기 평택시 포승읍 평택항로184번길 3-10,1260,경기,국내,미등급,미분류,200개 이상,미분류,미분류,36.97615933877155,126.84300448360682
데이즈 호텔 동탄,경기 화성시 노작로 197,1261,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.20553105773345,127.07444391818284
평택 코업스테이,경기 평택시 포승읍 평택항로184번길 3-5,1262,경기,국내,미등급,미분류,200개 이상,미분류,미분류,36.97558868297981,126.84280125379664
호텔더마크 해운대,부산 해운대구 해운대해변로298번길 29,1267,부산,국내,미등급,47.0,100개 미만,숙박업(생활),분류,35.16083057081181,129.166892440386
플레아드블랑,부산 해운대구 해운대해변로298번길 29,1268,부산,국내,미등급,미분류,200개 이상,미분류,미분류,35.1611307357731,129.166746670018
그랜드 엘시티 레지던스,부산 해운대구 달맞이길 30,1270,부산,국내,미등급,100.0,200개 미만,숙박업(생활),분류,35.1606221545821,129.168743895972
엘시티 레지던스,부산 해운대구 달맞이길 30,1271,부산,국내,미등급,89.0,100개 미만,숙박업(생활),분류,35.1606221545821,129.168743895972
라마다 앙코르 해운대,부산 해운대구 구남로 9,1272,부산,국내,미등급,402.0,200개 이상,일반호텔,분류,35.1632935107918,129.159591491812
신양파크호텔,광주 동구 지호로164번길 14-10,1274,전라,국내,미등급,미분류,200개 이상,미분류,미분류,35.1474451393139,126.948805101157
ACC DESIGN호텔,광주 동구 금남로 226-11,1275,전라,국내,3성,76.0,100개 미만,관광호텔업,분류,35.1486772960915,126.916520409067
벤틀리호텔,광주 동구 서석로10번길 5,1276,전라,국내,3성,91.0,100개 미만,관광호텔업,분류,35.1447416329053,126.915538662562
라마다플라자광주호텔,광주 서구 상무자유로 149,1277,전라,국내,4성,123.0,200개 미만,관광호텔업,분류,35.1520046813818,126.850523160722
홀리데이 인 광주 호텔,광주 서구 상무누리로 55,1278,전라,국내,4성,205.0,200개 이상,관광호텔업,분류,35.147637008880146,126.83820936828111
광주 피렌체 관광호텔,광주 서구 상무중앙로38번길 5-8,1279,전라,국내,1성,59.0,100개 미만,관광호텔업,분류,35.1508776021777,126.849488571434
마스터스관광호텔,광주 서구 상무연하로 46,1280,전라,국내,미등급,미분류,200개 이상,미분류,미분류,35.1522750174287,126.850537921119
광주 호텔 프랑스,광주 서구 시청로20번길 21-6,1281,전라,국내,미등급,미분류,200개 이상,미분류,미분류,35.150794283123,126.854403646085
광주 엠파이어,광주 광산구 임방울대로800번길 25,1282,전라,국내,2성,43.0,100개 미만,관광호텔업,분류,35.2162369770536,126.846225156566
광주 관광호텔,광주 북구 서하로183번길 56,1283,전라,국내,2성,72.0,100개 미만,관광호텔업,분류,35.19233019689493,126.901368191079
엘디스리젠트호텔,대구 중구 달구벌대로 2033,1284,경상,국내,4성,110.0,200개 미만,관광호텔업,분류,35.86652920482073,128.58599925827602
토요코인 대구동성로,대구 중구 동성로1길 15,1285,경상,국내,2성,215.0,200개 이상,관광호텔업,분류,35.8669341572814,128.594617261229
노블스테이,대구 중구 국채보상로123길 23,1286,경상,국내,2성,51.0,100개 미만,관광호텔업,분류,35.8716910664639,128.59727900797
리버틴호텔,대구 중구 경상감영길 193,1287,경상,국내,2성,53.0,100개 미만,관광호텔업,분류,35.872144264742,128.598029912401
대구 미드타운 호스텔,대구 중구 중앙대로77길 47,1288,경상,국내,미등급,미분류,200개 이상,미분류,미분류,35.8683322242152,128.590850066563
퀸벨호텔,대구 동구 동촌로 200,1289,경상,국내,3성,62.0,100개 미만,관광호텔업,분류,35.88238129666551,128.6620232961669
팔공에밀리아,대구 동구 팔공산로 1121,1290,경상,국내,3성,40.0,100개 미만,관광호텔업,분류,35.99164182000594,128.6901296619981
대구 인스타,대구 동구 율암로 164,1291,경상,국내,2성,52.0,100개 미만,관광호텔업,분류,35.8889047003188,128.705958537141
대구 아마레,대구 동구 율암로 156-15,1292,경상,국내,2성,45.0,100개 미만,관광호텔업,분류,35.8886459710126,128.706226066837
대구 앙코르,대구 동구 이노밸리로 7,1293,경상,국내,2성,72.0,100개 미만,관광호텔업,분류,35.88759047478166,128.70573832225523
대구 인터불고 엑스코,대구 북구 유통단지로 80,1294,경상,국내,미등급,303.0,200개 이상,관광호텔,분류,35.90699889372981,128.61128588591103
호텔 인터불고 대구,대구 수성구 팔현길 212,1295,경상,국내,5성,325.0,200개 이상,관광호텔업,분류,35.8743558203363,128.65980730557249
호텔라온제나,대구 수성구 범어천로 73,1296,경상,국내,4성,93.0,100개 미만,관광호텔업,분류,35.853643275093,128.622404644373
호텔수성,대구 수성구 용학로 106-7,1297,경상,국내,미등급,181.0,200개 미만,관광호텔,분류,35.8240968422458,128.618409237623
그랜드관광호텔,충북 충주시 중원대로 3496,1298,충청,국내,미등급,미분류,200개 이상,미분류,미분류,36.9704964769752,127.915443525835
호텔아리아나,대구 수성구 동대구로 27,1299,경상,국내,미등급,미분류,200개 이상,미분류,미분류,35.8327934,128.6229253
대구 엘리시아,대구 달서구 갈밭남로 45,1300,경상,국내,2성,61.0,100개 미만,관광호텔업,분류,35.8011667739695,128.533398765696
호텔G 대구,대구 달성군 구지면 달성2차동1로 145,1301,경상,국내,2성,44.0,100개 미만,관광호텔업,분류,35.642316487257965,128.42225052774293
대구 호텔 칸,대구 달성군 구지면 달성2차동1로 141,1302,경상,국내,1성,44.0,100개 미만,관광호텔업,분류,35.6423414968767,128.421811571099
코모도 포항,경북 포항시 남구 송도로 71,1303,경상,국내,2성,46.0,100개 미만,관광호텔업,분류,36.0346908617026,129.377956670073
베니키아 포항,경북 포항시 남구 중앙로 128,1304,경상,국내,2성,80.0,100개 미만,관광호텔업,분류,36.02448951055037,129.36847831884742
라한호텔 포항,경북 포항시 북구 삼호로265번길 1,1305,경상,국내,미등급,미분류,200개 이상,미분류,미분류,36.06152139608007,129.37978164014856
윈호텔,경북 포항시 북구 해안로 89,1306,경상,국내,2성,53.0,100개 미만,관광호텔업,분류,36.05671706556669,129.37766293678945
뷰호텔,충남 천안시 서북구 부대중앙길 17,1307,충청,국내,미등급,30.0,100개 미만,일반호텔,분류,36.8402484196611,127.149699143696
포항 라우스데오,경북 포항시 북구 장량로127번길 6,1308,경상,국내,1성,29.0,100개 미만,소형호텔업,분류,36.08226418631281,129.39450109307444
힐튼 경주,경북 경주시 보문로 484-7,1309,경상,국내,5성,330.0,200개 이상,관광호텔업,분류,35.8405031,129.2854942
라한셀렉트 경주,경북 경주시 보문로 338,1310,경상,국내,5성,430.0,200개 이상,관광호텔업,분류,35.8503203255313,129.277022114005
코오롱엘에스아이 코오롱호텔,경북 경주시 불국로 289-17,1311,경상,국내,4성,317.0,200개 이상,관광호텔업,분류,35.7878206591711,129.321730245939
코모도호텔 경주,경북 경주시 보문로 422,1312,경상,국내,4성,276.0,200개 이상,관광호텔업,분류,35.8442728459385,129.285065213163
스위스로젠관광호텔,경북 경주시 보문로 465-37,1314,경상,국내,미등급,56.0,100개 미만,관광호텔,분류,35.840546819738336,129.29262087361042
경주지지관광호텔,경북 경주시 태종로699번길 3,1315,경상,국내,3성,53.0,100개 미만,관광호텔업,분류,35.8390198244442,129.20442685901
교원 스위트호텔 경주,경북 경주시 보문로 280-12,1316,경상,국내,3성,34.0,100개 미만,관광호텔업,분류,35.8538957039174,129.277364343534
아리수경주호텔,경북 경주시 영불로 207,1317,경상,국내,미등급,80.0,100개 미만,관광호텔,분류,35.7723368,129.3146
케이호텔,서울 서초구 바우뫼로12길 70,1318,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.4661812818489,127.032794775773
신라밀레니엄파크 라궁,경북 경주시 엑스포로 55-12,1319,경상,국내,미등급,미분류,200개 이상,미분류,미분류,35.83613309077286,129.2941093466529
경주 호스텔 다현,경북 경주시 원화로340번길 12,1320,경상,국내,미등급,미분류,200개 이상,미분류,미분류,35.850316589354485,129.21786673808057
노벰버리조트,경북 경주시 감포읍 감포로 226-4,1321,경상,국내,미등급,미분류,200개 이상,미분류,미분류,35.80801141348245,129.50901885533312
불국사 가족호텔,경북 경주시 영불로 248,1322,경상,국내,미등급,미분류,200개 이상,미분류,미분류,35.78380344542995,129.32833337149745
김천 파크 호텔,경북 김천시 대항면 황학동길 35-23,1323,경상,국내,2성,40.0,100개 미만,관광호텔업,분류,36.1160279673845,128.01685958366
안동 씨엠파크호텔,경북 안동시 풍천면 검무로 10-17,1324,경상,국내,3성,62.0,100개 미만,관광호텔업,분류,36.575642625656485,128.49523748002616
리첼호텔,경북 안동시 관광단지로 346-69,1325,경상,국내,2성,90.0,100개 미만,가족호텔업,분류,36.5682972135649,128.78227535713955
구미 센츄리,경북 구미시 3공단1로 296,1326,경상,국내,3성,131.0,200개 미만,관광호텔업,분류,36.1085956807091,128.402659230908
구미 금오산,경북 구미시 금오산로 433-3,1327,경상,국내,미등급,미분류,200개 이상,미분류,미분류,36.09233140964881,128.301371092582
주왕산온천관광호텔,경북 청송군 청송읍 중앙로 315,1328,경상,국내,2성,46.0,100개 미만,관광호텔업,분류,36.4360844,129.0627445
동해해상관광호텔,경북 영덕군 강구면 삼사길 108-10,1329,경상,국내,미등급,미분류,200개 이상,미분류,미분류,36.3451076841957,129.383488359604
영덕 리베라호텔,경북 영덕군 강구면 해상공원길 115,1330,경상,국내,미등급,미분류,200개 이상,미분류,미분류,36.351102,129.38317
성주 가야호텔,경북 성주군 수륜면 가야산식물원길 52,1331,경상,국내,2성,59.0,100개 미만,관광호텔업,분류,35.80275106235657,128.1429369237367
센트로 관광호텔,경북 칠곡군 왜관읍 중앙로 152-3,1332,경상,국내,2성,54.0,100개 미만,관광호텔업,분류,35.988621481735464,128.39985345698696
호텔덕구온천,경북 울진군 북면 덕구온천로 924,1333,경상,국내,3성,98.0,100개 미만,관광호텔업,분류,37.0788088549377,129.283565238633
SE&B 백암관광호텔(울진 성류파크),충남 태안군 이원면 꾸지나무길 37-37,1334,충청,국내,미등급,미분류,200개 이상,미분류,미분류,0.0,0.0
울진 그랜드 호텔,경북 울진군 울진읍 현내항길 97,1335,경상,국내,2성,40.0,100개 미만,관광호텔업,분류,36.9917730090784,129.409824178676
호텔리베라서울,서울 강남구 영동대로 737,1336,서울,국내,4성,319.0,200개 이상,관광호텔업,분류,37.5238945447249,127.054124187197
삼정관광호텔,서울 강남구 봉은사로 150,1337,서울,국내,4성,160.0,200개 미만,관광호텔업,분류,37.5058346947008,127.031316274114
라미드 서울,서울 강남구 봉은사로 410,1338,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.5103589596525,127.045328058031
호텔 선샤인,서울 강남구 도산대로 205,1340,서울,국내,3성,110.0,200개 미만,관광호텔업,분류,37.5205035061975,127.028779679904
그랜드인터컨티넨탈서울파르나스,서울 강남구 테헤란로 521,1341,서울,국내,5성,550.0,200개 이상,관광호텔업,분류,37.509047757274,127.060892874689
호텔 프리마,서울 강남구 도산대로 536,1342,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.5242823645464,127.052260599239
라까사호텔 경기,경기 광명시 일직로12번길 22,1343,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.4212480528228,126.882023754299
노보텔앰배서더강남,서울 강남구 봉은사로 130,1344,서울,국내,4성,332.0,200개 이상,관광호텔업,분류,37.505303365126,127.028867036382
라비타 호텔,서울 강남구 영동대로 712,1345,서울,국내,2성,57.0,100개 미만,관광호텔업,분류,37.521375043141,127.05686862661
인터컨티넨탈서울코엑스,서울 강남구 봉은사로 524,1346,서울,국내,5성,656.0,200개 이상,관광호텔업,분류,37.5128324451279,127.057251239187
오크우드프리미어,인천 연수구 컨벤시아대로 165,1347,경기,국내,미등급,미분류,200개 이상,미분류,미분류,37.389276842196,126.644229627529
이비스 스타일 앰배서더 강남,서울 강남구 삼성로 431,1348,서울,국내,미등급,316.0,200개 이상,관광호텔,분류,37.505111464434,127.057068458462
렉스관광호텔,서울 강남구 강남대로 588,1349,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.514368133073,127.020531962753
베스트웨스턴프리미어강남,서울 강남구 봉은사로 139,1350,서울,국내,3성,128.0,200개 미만,관광호텔업,분류,37.5063637081423,127.029794179646
파크하얏트서울,서울 강남구 테헤란로 606,1351,서울,국내,5성,185.0,200개 미만,관광호텔업,분류,37.5085667906274,127.064146896091
트리아 관광호텔,서울 강남구 테헤란로33길 16,1352,서울,국내,2성,50.0,100개 미만,관광호텔업,분류,37.502869233688834,127.03938496689922
녹스호텔,서울 강남구 테헤란로37길 13-13,1354,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.50269611028678,127.03977391822217
호텔 그라모스,서울 강남구 테헤란로33길 6-5,1355,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.5025521867222,127.039871667721
호텔 컬리넌 역삼,서울 강남구 언주로87길 11,1356,서울,국내,2성,54.0,100개 미만,관광호텔업,분류,37.50135640821829,127.0421040266785
호텔 신라스테이 역삼,서울 강남구 언주로 517,1357,서울,국내,미등급,306.0,200개 이상,관광호텔,분류,37.5046473575801,127.04126319182
알로프트 서울 강남 호텔,서울 강남구 영동대로 736,1358,서울,국내,3성,188.0,200개 미만,관광호텔업,분류,37.5237553359918,127.055683068532
h avenue 역삼,서울 강남구 테헤란로29길 12,1359,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.502500033483,127.03874353347167
호텔 데님,서울 강남구 논현로 66,1360,서울,국내,2성,88.0,100개 미만,관광호텔업,분류,37.4761309913882,127.046641410362
리치웰 호텔,서울 강남구 테헤란로37길 13-10,1361,서울,국내,2성,57.0,100개 미만,관광호텔업,분류,37.502981714544354,127.03981704548993
인더시티 호스텔,서울 강남구 테헤란로37길 13-8,1362,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.5030122948731,127.039976524492
제리스 플래닛,서울 강남구 강남대로92길 13,1363,서울,국내,1성,42.0,100개 미만,관광호텔업,분류,37.49903137880762,127.02847559853576
호텔 포레힐,서울 강남구 학동로 117,1364,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.51206098427162,127.02362596053872
호텔 카푸치노,서울 강남구 봉은사로 155,1365,서울,국내,3성,141.0,200개 미만,관광호텔업,분류,37.5068811682579,127.031481384849
베니키아 노블레스 호텔,서울 강남구 테헤란로25길 6-13,1366,서울,국내,1성,42.0,100개 미만,관광호텔업,분류,37.5013990471133,127.035750557534
호텔 페이토 삼성,서울 강남구 테헤란로87길 9,1367,서울,국내,3성,163.0,200개 미만,관광호텔업,분류,37.5084540165363,127.058715171999
호텔 더 디자이너스 리즈 강남 프리미어,서울 강남구 봉은사로 113,1368,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.50521017774558,127.02585634567102
강남 패밀리 호텔,서울 강남구 봉은사로 143,1369,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.5064605964142,127.030383013432
강남 스테이 호텔,서울 강남구 논현로87길 15-4,1370,서울,국내,3성,52.0,100개 미만,관광호텔업,분류,37.499413329606,127.035419391722
호텔 디 아티스트 역삼,서울 강남구 테헤란로29길 11,1371,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.50240190927114,127.03848223739053
카파쓰 호텔,서울 강남구 언주로89길 21,1372,서울,국내,2성,48.0,100개 미만,관광호텔업,분류,37.501527038571,127.041138317523
도미인 서울 강남,서울 강남구 봉은사로 134,1373,서울,국내,3성,220.0,200개 이상,관광호텔업,분류,37.5056128018802,127.029469063529
호텔 유리앤,서울 강남구 삼성로96길 20,1374,서울,국내,3성,175.0,200개 미만,관광호텔업,분류,37.508927067764,127.057568564265
호텔 컬리넌 개포,서울 강남구 논현로 74-1,1375,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.4768773088294,127.045922845909
호텔 엔트라,서울 강남구 도산대로 508,1376,서울,국내,3성,92.0,100개 미만,관광호텔업,분류,37.5240367389421,127.048487114096
왈츠 호텔,서울 강남구 강남대로112길 20,1377,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.5055570125259,127.026093971089
L7 강남,서울 강남구 테헤란로 415,1378,서울,국내,4성,333.0,200개 이상,관광호텔업,분류,37.5057644388964,127.051752204292
호텔 글래드 강남 코엑스센터,서울 강남구 테헤란로 610,1379,서울,국내,3성,282.0,200개 이상,관광호텔업,분류,37.5087929,127.0645438
오월호텔,서울 강남구 언주로85길 27,1380,서울,국내,1성,28.0,100개 미만,소형호텔업,분류,37.50058281131899,127.04106089795576
포포인츠바이쉐라톤서울강남,서울 강남구 도산대로 203,1381,서울,국내,4성,199.0,200개 미만,관광호텔업,분류,37.5202540915406,127.028478231951
호텔 세느,서울 강남구 논현로 533,1382,서울,국내,2성,40.0,100개 미만,관광호텔업,분류,37.5039472874883,127.035095818276
호텔 뉴브,서울 강남구 선릉로85길 6,1383,서울,국내,3성,150.0,200개 미만,관광호텔업,분류,37.5030220952456,127.049111032776
파티오세븐,서울 강남구 논현로 736,1384,서울,국내,미등급,107.0,200개 미만,관광호텔,분류,37.51780991786634,127.02930622071102
호텔 크레센도 서울,서울 강남구 봉은사로 428,1385,서울,국내,3성,107.0,200개 미만,관광호텔업,분류,37.5108153331912,127.046905596165
에이든 청담호텔,서울 강남구 도산대로 216,1386,서울,국내,3성,149.0,200개 미만,관광호텔업,분류,37.5200180694359,127.030481154948
호텔 인 나인,서울 강남구 영동대로 618,1387,서울,국내,4성,151.0,200개 미만,관광호텔업,분류,37.5156917002309,127.059955925873
호텔 아노블리,서울 강남구 도산대로 419,1388,서울,국내,1성,30.0,100개 미만,가족호텔업,분류,37.5238591504407,127.04164154185683
안다즈 서울 강남,서울 강남구 논현로 854,1389,서울,국내,5성,241.0,200개 이상,관광호텔업,분류,37.525418092797,127.02887026009084
신라스테이 삼성,서울 강남구 영동대로 506,1390,서울,국내,3성,309.0,200개 이상,관광호텔업,분류,37.5099200596745,127.063217995285
호텔안테룸서울,서울 강남구 도산대로 153,1391,서울,국내,3성,112.0,200개 미만,관광호텔업,분류,37.518851159648,127.02521910677
바고관광호텔,서울 강동구 천중로 27,1392,서울,국내,1성,42.0,100개 미만,관광호텔업,분류,37.545718013845,127.125058386577
발리관광호텔,서울 강동구 풍성로 210,1393,서울,국내,1성,50.0,100개 미만,관광호텔업,분류,37.529060175654855,127.1350168563202
하모니관광호텔,서울 강동구 천중로40길 63,1394,서울,국내,2성,81.0,100개 미만,관광호텔업,분류,37.53820718205043,127.13808945343474
호텔 감(HOTEL GAM),서울 강동구 천호대로159길 22-36,1395,서울,국내,1성,37.0,100개 미만,관광호텔업,분류,37.53836909867344,127.12875282340448
롯데 호텔 월드,서울 송파구 올림픽로 240,1396,서울,국내,5성,482.0,200개 이상,관광호텔업,분류,37.51201141930842,127.0985552869803
잠실스테이,서울 송파구 삼전로 67,1397,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.50492160483204,127.08804830224688
가락관광호텔,서울 송파구 송파대로28길 5,1398,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.4938267698431,127.118756922158
레이크호텔,서울 송파구 석촌호수로 216,1399,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.5069568772593,127.101111376146
캘리포니아호텔,서울 강남구 봉은사로 164,1400,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.506521358284,127.032292156836
파로스 관광호텔,서울 송파구 올림픽로10길 5,1401,서울,국내,3성,52.0,100개 미만,관광호텔업,분류,37.5110881477866,127.08116148919
로사나부띠끄 관광호텔,서울 송파구 삼학사로 98,1402,서울,국내,3성,81.0,100개 미만,관광호텔업,분류,37.5059979662219,127.097541595063
호텔인피니,서울 송파구 백제고분로 268,1403,서울,국내,1성,40.0,100개 미만,관광호텔업,분류,37.5022051220499,127.096079232465
주식회사 딜라이트 호텔,서울 송파구 오금로11길 21-9,1404,서울,국내,2성,71.0,100개 미만,관광호텔업,분류,37.51538522278035,127.10931222484436
HOTEL 2.4,서울 송파구 오금로11길 55-16,1405,서울,국내,2성,51.0,100개 미만,관광호텔업,분류,37.5157368097333,127.113873466246
IM HOTEL,서울 송파구 오금로11길 29-5,1406,서울,국내,1성,20.0,100개 미만,소형호텔업,분류,37.516022,127.110029
CORNER HOTEL,서울 송파구 송파대로 385,1407,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.5016670215998,127.109753638215
시그니엘 서울(SIGNIEL SEOUL),서울 송파구 올림픽로 300,1408,서울,국내,5성,235.0,200개 이상,관광호텔업,분류,37.51401684559573,127.10506857715367
호텔 포레스타1,서울 송파구 백제고분로7길 23-5,1409,서울,국내,미등급,미분류,200개 이상,미분류,미분류,37.51095772090476,127.0813674273202
호텔포레스타2,서울 송파구 백제고분로7길 23-5,1410,서울,국내,미등급,53.0,100개 미만,관광호텔,분류,37.5109714940182,127.081385199935
호텔 파크하비오,서울 송파구 송파대로 111,1411,서울,국내,3성,472.0,200개 이상,관광호텔업,분류,37.4820976521034,127.123830694097
부산 호텔 마레,부산 수영구 남천바다로 30,1412,부산,국내,미등급,27.0,100개 미만,일반호텔,분류,35.1485732,129.1137287
광안리 투헤븐,부산 수영구 남천바다로33번길 25,1413,부산,국내,2성,31.0,100개 미만,관광호텔업,분류,35.1495106617308,129.114570866913
부산 광안리 브라운도트 광안리해수욕장점,부산 수영구 남천바다로33번길 31,1414,부산,국내,1성,29.0,100개 미만,소형호텔업,분류,35.149813238722,129.114789356966
부산 광안리 부띠크 호텔 휴,부산 수영구 광남로 132,1415,부산,국내,미등급,미분류,200개 이상,미분류,미분류,35.1532085557039,129.117071703923
넘버25 광안리점,부산 수영구 광안해변로284번길 16,1416,부산,국내,미등급,미분류,200개 이상,미분류,미분류,35.15519749574697,129.12483584199404
광안리 호텔메종,부산 수영구 민락본동로11번길 59,1417,부산,국내,미등급,미분류,200개 이상,미분류,미분류,35.156982347480586,129.1255219841591
부산 광안리 누리 호텔,부산 수영구 남천바다로33번길 86,1418,부산,국내,미등급,미분류,200개 이상,미분류,미분류,35.15171771138534,129.11662710299487
부산 문현동 정성호텔,부산 남구 수영로13번길 9,1419,부산,국내,미등급,41.0,100개 미만,일반호텔,분류,35.1376105,129.0694032
부산 대연동 호텔 스미스,부산 남구 못골로12번길 20,1420,부산,국내,미등급,32.0,100개 미만,숙박업 기타,분류,35.13520873325205,129.0849211033817
부산 대연동 뮤트 호텔,부산 남구 수영로220번길 7,1421,부산,국내,미등급,미분류,200개 이상,미분류,미분류,35.13463226127124,129.0908136624223
부산 대연동 hotel onna 호텔 온나,부산 남구 유엔평화로4번길 5,1422,부산,국내,미등급,미분류,200개 이상,미분류,미분류,35.1344145842076,129.091521132656
부산 대연동 호텔 보스코,부산 남구 못골로12번길 64,1423,부산,국내,미등급,미분류,200개 이상,미분류,미분류,35.1353515634531,129.087354589086
대연 뮤리,부산 남구 수영로219번길 12-8,1424,부산,국내,미등급,미분류,200개 이상,미분류,미분류,35.1354563367669,129.090893977051
호텔 위드스테이 제주,제주특별자치도 제주시 노연로 34,1425,제주,국내,미등급,98.0,100개 미만,일반호텔,분류,33.4858521824034,126.483819523935
위드시티호텔,제주특별자치도 제주시 노연로 34,1426,제주,국내,미등급,91.0,100개 미만,일반호텔,분류,33.4858521824034,126.483819523935
해운대 센텀 호텔,부산 해운대구 센텀3로 20,1427,부산,국내,미등급,219.0,200개 이상,숙박업(생활),분류,35.1678017030381,129.132912806454
부산 기장 베스트루이스 해밀턴 호텔,부산 기장군 기장읍 반송로 1545,1428,부산,국내,미등급,30.0,100개 미만,일반호텔,분류,35.2495052,129.2096337
부산 기장 브라운도트 기장연화리점,부산 기장군 기장읍 연화길 46-5,1429,부산,국내,미등급,18.0,100개 미만,여관업,분류,35.21787930429624,129.22570163243677
부산 기장 이데아,부산 기장군 기장읍 차성로 403,1430,부산,국내,미등급,미분류,200개 이상,미분류,미분류,35.253602203882444,129.2143205042045
부산 기장 헤이데이,부산 기장군 기장읍 반송로 1547,1431,부산,국내,미등급,미분류,200개 이상,미분류,미분류,35.2492787991874,129.209728696952
부산 기장 호텔 리안,부산광역시 기장군 기장읍 차성로 367,1432,부산,국내,미등급,미분류,200개 이상,미분류,미분류,35.250394,129.213721
부산 기장 부띠끄호텔 5월로,부산 기장군 기장읍 차성로 365,1433,부산,국내,미등급,미분류,200개 이상,미분류,미분류,35.250100415584015,129.2136825711129
타워힐 호텔,부산 중구 백산길 20,1434,부산,국내,3성,116.0,200개 미만,관광호텔업,분류,35.1011750758888,129.034355911387
호텔 포레 프리미어 남포,부산 중구 구덕로 54-1,1435,부산,국내,미등급,107.0,200개 미만,일반호텔,분류,35.0983820796188,129.029711198261
지앤비 호텔,부산 중구 흑교로 19,1436,부산,국내,미등급,102.0,200개 미만,일반호텔,분류,35.1012442660592,129.024816331208
호텔 아벤트리 부산,부산 중구 광복로39번길 6,1437,부산,국내,미등급,81.0,100개 미만,일반호텔,분류,35.0997252776027,129.029598445387
코모도호텔 부산,부산 중구 중구로 151,1438,부산,국내,4성,311.0,200개 이상,관광호텔업,분류,35.1090264572851,129.035113010488
베스트 루이스 해밀턴 해운대,부산 해운대구 우동 653-3,1439,부산,국내,미등급,64.0,100개 미만,일반호텔,분류,35.1596354,129.1546034
해운대 더반호텔 스마트,부산 해운대구 해운대해변로197번길 10-18,1440,부산,국내,미등급,58.0,100개 미만,일반호텔,분류,35.1592350031016,129.153891019642
부산 라메르 호텔,부산 동구 조방로34번길 9,1441,부산,국내,2성,49.0,100개 미만,관광호텔업,분류,35.1405016,129.0623006
브라운도트 범일점,부산 동구 중앙대로 528,1442,부산,국내,미등급,48.0,100개 미만,일반호텔,분류,35.140221166626915,129.05692134532157
호텔포레 더 스파,부산광역시 동구 초량동 중앙대로296번길 6,1443,부산,국내,2성,47.0,100개 미만,관광호텔업,분류,35.1225481895982,129.04460303487
trt hotel,부산 부산진구 부전로 33-1,1444,부산,국내,2성,49.0,100개 미만,관광호텔업,분류,35.15330191899654,129.055918591694
부산 구포 바르도 호텔,부산 북구 낙동대로 1746-8,1445,부산,국내,미등급,53.0,100개 미만,일반호텔,분류,35.2090170132544,128.999958769763
부산 화명동 덴 바스타 호텔,부산 북구 금곡대로303번길 91,1446,부산,국내,미등급,35.0,100개 미만,여관업,분류,35.235833102024614,129.00860106946453
부산 화명동 브라운도트 화명점,부산 북구 금곡대로303번길 89,1447,부산,국내,미등급,미분류,200개 이상,미분류,미분류,35.23577246197068,129.0087797058479
아스티호텔 부산역,부산 동구 중앙대로214번길 7-8,1448,부산,국내,4성,360.0,200개 이상,관광호텔업,분류,35.1164608691363,129.04197419851
